"","num.picture","id","task1","task2","task3","latitude","longitude","gender","educ","age","rating1","rating2","rating3","rating4","rating5","rating6"
"157",12,"1567029005_endCB543e6a8a-4f44-bc78-1c2e-5c15ea07a14d.csv",1,5,3,48.9740834407109,14.5064401190886,1,2,33,0,1,0,1,0,1
"158",12,"1565420704_endCB753bf633272448591c6446dc4b7d403c.csv",1,5,2,48.9740834407109,14.5064401190886,0,2,61,0,1,0,1,0,1
"159",12,"1567029002_secondLastTrialendCB543e6a8a-4f44-bc78-1c2e-5c15ea07a14d.csv",1,5,3,48.9740834407109,14.5064401190886,1,2,33,0,1,0,1,0,1
"160",12,"1567029005_lastTrial1endCB543e6a8a-4f44-bc78-1c2e-5c15ea07a14d.csv",1,5,3,48.9740834407109,14.5064401190886,1,2,33,0,1,0,1,0,1
"161",12,"1566974950_secondLastTrialendCB20029.csv",0,4,4,48.9740834407109,14.5064401190886,1,3,46,0,1,0,1,0,1
"162",12,"1565105741_endCB5a88d76eeb19ce3b596331b56a30978d.csv",1,5,1,48.9740834407109,14.5064401190886,1,3,33,0,1,0,1,0,1
"163",12,"1566974952_lastTrial1endCB20029.csv",0,4,4,48.9740834407109,14.5064401190886,1,3,46,0,1,0,1,0,1
"164",12,"1566974952_endCB20029.csv",0,4,4,48.9740834407109,14.5064401190886,1,3,46,0,1,0,1,0,1
"165",12,"1565424062_endCB20058.csv",1,3,2,48.9740834407109,14.5064401190886,0,3,63,0,1,0,1,0,1
"166",12,"1564871606_endCB0640e578bb30441b91b6a24a2f297ab2.csv",0,4,3,48.9740834407109,14.5064401190886,1,1,22,0,1,0,1,0,1
"167",12,"1567029005_lastTrial2endCB543e6a8a-4f44-bc78-1c2e-5c15ea07a14d.csv",1,5,3,48.9740834407109,14.5064401190886,1,2,33,0,1,0,1,0,1
"168",13,"1564488805_endCB21dd98c14f864494ecd5c300876ed92a.csv",1,4,4,48.9843613669442,14.4563007568351,0,1,48,1,1,1,1,1,0
"169",13,"1565016572_endCB9ad799c7b0bdb5b1f835df4c12eecee6.csv",1,2,3,48.9843613669442,14.4563007568351,1,1,26,1,1,1,1,1,0
